locus_id	gene	chr	tss	locus_pos	distance_to_lead	within_1mb	abc_score	eqtl_score	distance_score
APOB_CAD_LDL	HS1BP3	2	20651130	21001429	350299	True	0.66161	13.067953129245256	0.6489659346671931
APOB_CAD_LDL	LAPTM4A	2	20051628	21001429	949801	True	2.727806	49.538241934524834	0.04820594324515537
APOB_CAD_LDL	LDAH	2	20823130	21001429	178299	True	0.626417	99.24910762103848	0.8213268584415767
APOB_CAD_LDL	MATN3	2	20012668	21001429	988761	True	0.607134	64.64205943863607	0.009164189813469448
APOB_CAD_LDL	PUM2	2	20352234	21001429	649195	True	1.407522	6.800686470285914	0.34944273308307594
APOB_CAD_LDL	RHOB	2	20447074	21001429	554355	True	1.849305	13.484811239787676	0.44448174477355584
APOB_CAD_LDL	SDC1	2	20225433	21001429	775996	True	0.822167	53.89646651478805	0.2223756546207759
APOB_CAD_LDL	TDRD15	2	21123968	21001429	122539	True	0.095963	14.328928103127751	0.8772038648930861
PPARG_T2D_Insulin	CAND2	3	12796472	12351626	444846	True	2.243723	79.02990196115553	0.5542205378061661
PPARG_T2D_Insulin	IQSEC1	3	13283281	12351626	931655	True	0.460366	15.38689001527295	0.06639002070335287
PPARG_T2D_Insulin	MKRN2	3	12557057	12351626	205431	True	0.887025	66.79413819403159	0.7941379248145617
PPARG_T2D_Insulin	MKRN2OS	3	12561059	12351626	209433	True	0.407959	25.228157602094303	0.7901275270416251
PPARG_T2D_Insulin	PPARG	3	12287368	12351626	64258	True	1.434995	30.823110373370746	0.9356071613959631
PPARG_T2D_Insulin	RAF1	3	12664125	12351626	312499	True	1.318037	18.715806218683998	0.686845253961796
PPARG_T2D_Insulin	RPL32	3	12841582	12351626	489956	True	0.80301	6.935583195823273	0.5090158792511519
PPARG_T2D_Insulin	SYN2	3	12004388	12351626	347238	True	0.24902	42.587662113980215	0.6520333578513406
PPARG_T2D_Insulin	TAMM41	3	11846919	12351626	504707	True	0.485866	144.64951744843225	0.49423392584071046
PPARG_T2D_Insulin	TIMP4	3	12158912	12351626	192714	True	0.678981	42.59831691505606	0.8068816100915317
PPARG_T2D_Insulin	TMEM40	3	12769457	12351626	417831	True	1.204277	25.907921800294872	0.5812922259210788
PPARG_T2D_Insulin	TSEN2	3	12484421	12351626	132795	True	0.705802	39.71350086639647	0.8669263437638415
PPARG_T2D_Insulin	VGLL4	3	11771350	12351626	580276	True	1.261152	23.515123857081058	0.41850635230171984
LPA_CAD_Lp(a)	ACAT2	6	159762045	160580597	818552	True	1.439055	16.948758697533524	0.1797303553641325
LPA_CAD_Lp(a)	AGPAT4	6	161274061	160580597	693464	True	0.538275	34.60892191703146	0.305080839277447
LPA_CAD_Lp(a)	IGF2R	6	159969082	160580597	611515	True	0.968876	89.75524306953137	0.38720180057039444
LPA_CAD_Lp(a)	LPA	6	160664275	160580597	83678	True	0.078296	28.13176536687376	0.9161464105837624
LPA_CAD_Lp(a)	MAP3K4	6	160991727	160580597	411130	True	0.678965	30.446867325074734	0.5880072872595214
LPA_CAD_Lp(a)	MAS1	6	159890988	160580597	689609	True	0.171746	5.044892176967383	0.30894392858646
LPA_CAD_Lp(a)	MRPL18	6	159789812	160580597	790785	True	1.578227	59.35954539669839	0.20755562147136108
LPA_CAD_Lp(a)	PLG	6	160702238	160580597	121641	True	0.0	14.28634904118597	0.8781037492509315
LPA_CAD_Lp(a)	PNLDC1	6	159800249	160580597	780348	True	0.738359	40.05217137717452	0.21801452240992636
LPA_CAD_Lp(a)	SLC22A1	6	160121815	160580597	458782	True	0.221463	23.03523799173385	0.5402552945868648
LPA_CAD_Lp(a)	SLC22A2	6	160277638	160580597	302959	True	0.568206	10.10631201325788	0.69640527264091
LPA_CAD_Lp(a)	SLC22A3	6	160348378	160580597	232219	True	0.713428	43.57342368066483	0.7672937130350955
LPA_CAD_Lp(a)	SOD2	6	159762529	160580597	818068	True	1.433828	7.948940136926109	0.18021537098684648
LPA_CAD_Lp(a)	TCP1	6	159789703	160580597	790894	True	1.578227	15.35057945934946	0.20744639274641097
LPA_CAD_Lp(a)	WTAP	6	159725585	160580597	855012	True	1.99952	44.45197438672501	0.1431938479175393
GCK_T2D_MODY	AEBP1	7	44104345	44184500	80155	True	1.427239	20.347773971685776	0.9196768032259551
GCK_T2D_MODY	BLVRA	7	43758680	44184500	425820	True	0.663818	38.462462973213725	0.5732864618511162
GCK_T2D_MODY	CAMK2B	7	44334577	44184500	150077	True	0.666021	11.451737141555276	0.8496080793180921
GCK_T2D_MODY	CCM2	7	44999475	44184500	814975	True	1.44194	44.93535485520806	0.18331486131960328
GCK_T2D_MODY	COA1	7	43729717	44184500	454783	True	0.67018	44.38022861383833	0.5442626860646194
GCK_T2D_MODY	DBNL	7	44044640	44184500	139860	True	1.675163	36.24974083671598	0.8598465186099693
GCK_T2D_MODY	DDX56	7	44575051	44184500	390551	True	0.630635	13.156953566106496	0.6086294701104111
GCK_T2D_MODY	GCK	7	44198170	44184500	13670	True	0.194718	22.437724983628705	0.9863013149535127
GCK_T2D_MODY	H2AZ2	7	44848087	44184500	663587	True	0.0	13.655010736266018	0.3350205329960938
GCK_T2D_MODY	MRPS24	7	43869893	44184500	314607	True	1.57135	6.34988586354659	0.6847328305471658
GCK_T2D_MODY	MYL7	7	44141332	44184500	43168	True	0.275244	9.23945689597279	0.9567414165262059
GCK_T2D_MODY	MYO1G	7	44979088	44184500	794588	True	1.610599	13.51225092961403	0.20374464127883785
GCK_T2D_MODY	NACAD	7	45088969	44184500	904469	True	0.898001	20.670815760627804	0.09363306764364576
GCK_T2D_MODY	NPC1L1	7	44541330	44184500	356830	True	0.853639	17.77241920809218	0.6424212300557367
GCK_T2D_MODY	NUDCD3	7	44490658	44184500	306158	True	1.202959	80.09442968763366	0.6931995598783853
GCK_T2D_MODY	OGDH	7	44606572	44184500	422072	True	2.012754	12.159012404739592	0.5770423266319673
GCK_T2D_MODY	PGAM2	7	44065567	44184500	118933	True	0.784244	0.0	0.8808174317019839
GCK_T2D_MODY	POLD2	7	44124358	44184500	60142	True	0.917094	27.375302376941477	0.9397317983858199
GCK_T2D_MODY	POLM	7	44082530	44184500	101970	True	1.354819	71.53837693529742	0.8978160267600355
GCK_T2D_MODY	PPIA	7	44796680	44184500	612180	True	2.064635	22.668214482383277	0.3865354051383597
GCK_T2D_MODY	PURB	7	44885530	44184500	701030	True	1.861546	5.9835182307294765	0.29749896282816213
GCK_T2D_MODY	RAMP3	7	45157791	44184500	973291	True	0.122702	13.159720724358865	0.024666651969223574
GCK_T2D_MODY	SPDYE1	7	43997897	44184500	186603	True	0.0	5.2603604202611365	0.8130054333774925
GCK_T2D_MODY	STK17A	7	43582758	44184500	601742	True	0.80413	73.23183121988207	0.39699530817531914
GCK_T2D_MODY	TBRG4	7	45112047	44184500	927547	True	1.128088	34.89681910019348	0.0705066409060573
GCK_T2D_MODY	TMED4	7	44582287	44184500	397787	True	1.344754	14.520619064622275	0.6013782861311586
GCK_T2D_MODY	UBE2D4	7	43926436	44184500	258064	True	0.755466	37.554078364109465	0.7413944800412062
GCK_T2D_MODY	URGCP	7	43926411	44184500	258089	True	0.929508	25.89103266233132	0.7413694275813554
GCK_T2D_MODY	URGCP-MRPS24	7	43906589	44184500	277911	True	0.929508	0.0	0.7215058332147517
GCK_T2D_MODY	YKT6	7	44200959	44184500	16459	True	0.637753	35.994647863513784	0.9835064625325431
GCK_T2D_MODY	ZMIZ2	7	44748581	44184500	564081	True	1.037729	28.249824203027323	0.4347353357931508
SLC30A8_T2D	AARD	8	116938207	117172544	234337	True	0.333967	61.27566677453822	0.7651712686365248
SLC30A8_T2D	EIF3H	8	116766925	117172544	405619	True	0.662221	7.247458350818243	0.5935298515090599
SLC30A8_T2D	EXT1	8	118111826	117172544	939282	True	1.283437	27.399375550411097	0.058747016252031714
SLC30A8_T2D	MED30	8	117520713	117172544	348169	True	0.78104	13.913351921945688	0.6511004042464922
SLC30A8_T2D	RAD21	8	116874776	117172544	297768	True	2.279731	22.163687279924787	0.7016071654043567
SLC30A8_T2D	SLC30A8	8	116950273	117172544	222271	True	0.099353	8.655275745687502	0.7772625878589767
SLC30A8_T2D	UTP23	8	116766505	117172544	406039	True	0.987906	13.366371995758628	0.5931089701835643
JAK2_MPN	AK3	9	4742043	4985244	243201	True	0.709793	147.6067987141145	0.7562886684717799
JAK2_MPN	CD274	9	5450503	4985244	465259	True	1.045132	50.07830936363112	0.5337647032886865
JAK2_MPN	CDC37L1	9	4679559	4985244	305685	True	1.123179	36.288579169737744	0.6936735524187649
JAK2_MPN	ERMP1	9	5833117	4985244	847873	True	0.741893	27.24700559058605	0.15034782835257032
JAK2_MPN	GLIS3	9	4348392	4985244	636852	True	0.448461	22.623846595295845	0.361811633560676
JAK2_MPN	INSL4	9	5231419	4985244	246175	True	0.374421	0.0	0.7533084278479135
JAK2_MPN	INSL6	9	5185647	4985244	200403	True	0.234997	12.561989572259051	0.7991764755397803
JAK2_MPN	JAK2	9	4984390	4985244	854	True	1.14719	34.040299076560075	0.9991442079714923
JAK2_MPN	MLANA	9	5890889	4985244	905645	True	0.142905	5.007632079991586	0.09245459993225813
JAK2_MPN	PDCD1LG2	9	5510531	4985244	525287	True	2.106457	35.182758654324324	0.47361074089142663
JAK2_MPN	PLGRKT	9	5437925	4985244	452681	True	1.456525	51.27369588411903	0.5463690968888854
JAK2_MPN	PLPP6	9	4662294	4985244	322950	True	0.886916	25.66708912312625	0.6763723236457142
JAK2_MPN	RCL1	9	4792944	4985244	192300	True	1.054925	43.1257878881045	0.807296478826663
JAK2_MPN	RIC1	9	5629025	4985244	643781	True	1.646267	17.806499732408106	0.3548680937883929
JAK2_MPN	RLN1	9	5339876	4985244	354632	True	0.238605	8.455148451079543	0.6446238423258304
JAK2_MPN	RLN2	9	5304716	4985244	319472	True	0.21554	6.234848734959008	0.6798576218601753
JAK2_MPN	SLC1A1	9	4490468	4985244	494776	True	0.677285	54.26450968749626	0.504185764991893
JAK2_MPN	SPATA6L	9	4666674	4985244	318570	True	0.886916	98.57840100832276	0.6807615146115966
TCF7L2_T2D	ACSL5	10	112374116	112998590	624474	True	1.468074	113.98221564690331	0.3742156074820675
TCF7L2_T2D	CASP7	10	113679162	112998590	680572	True	1.323213	113.83071948919846	0.3179998917733734
TCF7L2_T2D	DCLRE1A	10	113854383	112998590	855793	True	1.49859	23.828964287267738	0.14241120907179639
TCF7L2_T2D	GPAM	10	112215377	112998590	783213	True	0.624935	17.528558659189457	0.2151435105110101
TCF7L2_T2D	HABP2	10	113550837	112998590	552247	True	0.128217	4.652804685656871	0.4465941681881861
TCF7L2_T2D	NHLRC2	10	113854661	112998590	856071	True	1.49859	5.506062607527421	0.14213262571825402
TCF7L2_T2D	NRAP	10	113664070	112998590	665480	True	0.256777	21.009811264748745	0.33312356073618155
TCF7L2_T2D	PLEKHS1	10	113751262	112998590	752672	True	0.34246	9.156288951399928	0.2457485975632976
TCF7L2_T2D	TCF7L2	10	112950247	112998590	48343	True	0.771008	17.68147964361191	0.9515555573370638
TCF7L2_T2D	TECTB	10	112283400	112998590	715190	True	0.241031	25.55509060074625	0.2833092495685966
TCF7L2_T2D	VTI1A	10	112446998	112998590	551592	True	0.68926	8.561337426032546	0.4472505426362804
TCF7L2_T2D	ZDHHC6	10	112447572	112998590	551018	True	0.68926	24.56924467412192	0.44782574711445766
KCNJ11_T2D	ABCC8	11	17476894	17408630	68264	True	0.089215	94.45224621014752	0.9315927552294505
KCNJ11_T2D	C11orf58	11	16613132	17408630	795498	True	1.412186	6.126344649554941	0.20283273174026406
KCNJ11_T2D	GTF2H1	11	18322295	17408630	913665	True	1.38124	78.87053246678654	0.08441777081208046
KCNJ11_T2D	HPS5	11	18322198	17408630	913568	True	1.38124	25.439191028363464	0.08451497435630206
KCNJ11_T2D	KCNC1	11	17734774	17408630	326144	True	0.182408	9.60967792774129	0.6731716213751595
KCNJ11_T2D	KCNJ11	11	17389331	17408630	19299	True	0.492531	48.58969526610572	0.9806605030934777
KCNJ11_T2D	LDHA	11	18394560	17408630	985930	True	1.862045	46.74869523158769	0.012001130366988466
KCNJ11_T2D	MRGPRX3	11	18120955	17408630	712325	True	0.040676	111.17418909515408	0.28618026146751296
KCNJ11_T2D	MRGPRX4	11	18172837	17408630	764207	True	0.13252	0.0	0.23418939258807947
KCNJ11_T2D	MYOD1	11	17719571	17408630	310941	True	1.37789	7.290739369669911	0.6884065232597059
KCNJ11_T2D	NCR3LG1	11	17351800	17408630	56830	True	1.103108	52.25407541681693	0.9430507482668709
KCNJ11_T2D	NUCB2	11	17208153	17408630	200477	True	1.605716	35.185189252473656	0.7991023202586216
KCNJ11_T2D	OTOG	11	17547259	17408630	138629	True	0.404432	20.617824405812843	0.861080101733029
KCNJ11_T2D	PIK3C2A	11	17207983	17408630	200647	True	1.383371	11.80639126621032	0.7989319635316352
KCNJ11_T2D	PLEKHA7	11	17014414	17408630	394216	True	1.347722	14.2643348435143	0.6049567794962651
KCNJ11_T2D	RPS13	11	17077715	17408630	330915	True	1.243921	59.78615564888594	0.6683906099372086
KCNJ11_T2D	SAA1	11	18266260	17408630	857630	True	0.14837	25.416355820746237	0.1405703543219502
KCNJ11_T2D	SAA2	11	18248668	17408630	840038	True	0.157276	13.103960155941609	0.15819926926985106
KCNJ11_T2D	SAA2-SAA4	11	18248635	17408630	840005	True	0.157276	0.0	0.15823233851685425
KCNJ11_T2D	SAA4	11	18236802	17408630	828172	True	0.672453	13.363736831442548	0.17009016881349548
KCNJ11_T2D	SAAL1	11	18106087	17408630	697457	True	0.249199	39.28093567066467	0.30107946039005673
KCNJ11_T2D	SERGEF	11	18013047	17408630	604417	True	0.788021	98.032544695637	0.3943146949712698
KCNJ11_T2D	SOX6	11	16739591	17408630	669039	True	0.51944	25.55793120205456	0.32955709255180343
KCNJ11_T2D	TPH1	11	18046269	17408630	637639	True	0.067248	15.664518028228132	0.36102298212456885
KCNJ11_T2D	USH1C	11	17544416	17408630	135786	True	0.404432	85.73506417821731	0.8639290674672765
APOC3_TG_CAD	APOA1	11	116837622	116833860	3762	True	0.835614	34.550617264128974	0.9962301058416324
APOC3_TG_CAD	APOA4	11	116823304	116833860	10556	True	0.619832	11.553059170203644	0.9894218493525442
APOC3_TG_CAD	APOA5	11	116792420	116833860	41440	True	0.647855	4.798969039182549	0.958473042551102
APOC3_TG_CAD	APOC3	11	116829706	116833860	4154	True	0.790875	5.070560637379188	0.9958372832711698
APOC3_TG_CAD	BACE1	11	117316259	116833860	482399	True	0.437863	81.93941169119638	0.5165887368148904
APOC3_TG_CAD	BUD13	11	116772987	116833860	60873	True	0.849152	11.795945166402662	0.9389992644597788
APOC3_TG_CAD	CEP164	11	117314557	116833860	480697	True	0.974715	32.300100731770456	0.5182943082815415
APOC3_TG_CAD	DSCAML1	11	117817525	116833860	983665	True	0.095589	34.47667633086026	0.014270883229482556
APOC3_TG_CAD	FXYD2	11	117828698	116833860	994838	True	1.280721	22.90898057092333	0.003074437872905844
APOC3_TG_CAD	PAFAH1B2	11	117144284	116833860	310424	True	0.705049	13.778760558472117	0.688924608129423
APOC3_TG_CAD	PCSK7	11	117232525	116833860	398665	True	0.758767	25.102174497953165	0.600498443741194
APOC3_TG_CAD	RNF214	11	117232625	116833860	398765	True	0.758767	16.913697129713807	0.6003982339017904
APOC3_TG_CAD	SIDT2	11	117178736	116833860	344876	True	0.693171	69.96766737149649	0.6544003142580563
APOC3_TG_CAD	SIK3	11	117098437	116833860	264577	True	1.516683	10.173553289373396	0.7348678132008426
APOC3_TG_CAD	TAGLN	11	117199370	116833860	365510	True	1.715651	93.26829441805808	0.6337230159954945
APOC3_TG_CAD	ZPR1	11	116788039	116833860	45821	True	0.647855	12.136407128361023	0.9540828494868254
HNF1A_T2D_MODY	ACADS	12	120725774	120977564	251790	True	0.312888	65.5373459935844	0.7476816453653952
HNF1A_T2D_MODY	AL021546.6	12	120438198	120977564	539366	True	0.0	0.0	0.45950219760177813
HNF1A_T2D_MODY	ANAPC5	12	121399896	120977564	422332	True	1.205089	31.929315793021363	0.5767817810495177
HNF1A_T2D_MODY	BICDL1	12	119989869	120977564	987695	True	1.278064	17.72096305720258	0.01023242670151292
HNF1A_T2D_MODY	C12orf43	12	121016502	120977564	38938	True	0.209034	46.7410204921104	0.9609802927329829
HNF1A_T2D_MODY	CABP1	12	120640552	120977564	337012	True	0.415253	10.403979414215346	0.6622808160287642
HNF1A_T2D_MODY	CAMKK2	12	121298308	120977564	320744	True	0.929465	34.58462428090647	0.67858295270296
HNF1A_T2D_MODY	CFAP251	12	121918592	120977564	941028	True	0.0	72.2219841258271	0.05699735245604298
HNF1A_T2D_MODY	COQ5	12	120534434	120977564	443130	True	0.772428	163.74591861114084	0.5559401386503338
HNF1A_T2D_MODY	COX6A1	12	120438090	120977564	539474	True	0.536669	14.512776754415668	0.45939397097522217
HNF1A_T2D_MODY	DYNLL1	12	120469850	120977564	507714	True	0.993362	12.541393874512512	0.4912206159698409
HNF1A_T2D_MODY	GATC	12	120446444	120977564	531120	True	0.583073	80.10991671076745	0.46776550095900815
HNF1A_T2D_MODY	GCN1	12	120194715	120977564	782849	True	1.741096	30.817106233013952	0.2155082743264396
HNF1A_T2D_MODY	HNF1A	12	120978543	120977564	979	True	1.086933	4.727012625582047	0.9990189456722377
HNF1A_T2D_MODY	HPD	12	121863596	120977564	886032	True	1.100723	41.867910090019045	0.11210875573450807
HNF1A_T2D_MODY	KDM2B	12	121581023	120977564	603459	True	2.897027	24.56150037080491	0.39527470523275743
HNF1A_T2D_MODY	MLEC	12	120687149	120977564	290415	True	2.30268	29.371206598086545	0.7089755948957116
HNF1A_T2D_MODY	MORN3	12	121672631	120977564	695067	True	2.423812	28.66500572787388	0.3034744755518055
HNF1A_T2D_MODY	MSI1	12	120369164	120977564	608400	True	0.591277	27.737048454817263	0.39032333706781996
HNF1A_T2D_MODY	OASL	12	121039242	120977564	61678	True	1.156752	18.168156450478516	0.9381925752525789
HNF1A_T2D_MODY	ORAI1	12	121626550	120977564	648986	True	0.924409	19.55030720637641	0.3496521716474297
HNF1A_T2D_MODY	P2RX4	12	121209861	120977564	232297	True	1.225982	47.64905844008717	0.7672155493603606
HNF1A_T2D_MODY	P2RX7	12	121132819	120977564	155255	True	1.053346	21.97225909184341	0.844419213833768
HNF1A_T2D_MODY	PLA2G1B	12	120327779	120977564	649785	True	1.009808	6.358961393803498	0.3488514950305941
HNF1A_T2D_MODY	POP5	12	120581402	120977564	396162	True	0.58276	18.46655588276819	0.603006696021469
HNF1A_T2D_MODY	PSMD9	12	121888732	120977564	911168	True	1.04403	14.765242351921362	0.08692001050199116
HNF1A_T2D_MODY	PXN	12	120265771	120977564	711793	True	1.382985	15.004775166225151	0.28671337781314077
HNF1A_T2D_MODY	RAB35	12	120117502	120977564	860062	True	0.939625	15.96438217498662	0.13813325102765195
HNF1A_T2D_MODY	RHOF	12	121803403	120977564	825839	True	1.871209	18.459202690434385	0.17242806436678404
HNF1A_T2D_MODY	RNF10	12	120533480	120977564	444084	True	0.772479	12.281695158399216	0.5549841367824224
HNF1A_T2D_MODY	RNF34	12	121400041	120977564	422477	True	1.486871	14.86153309060582	0.5766364767823824
HNF1A_T2D_MODY	RP11-18C24.9	12	120534697	120977564	442867	True	0.0	0.0	0.5562036905279655
HNF1A_T2D_MODY	RP11-87C12.2	12	121888809	120977564	911245	True	0.0	0.0	0.0868428489256503
HNF1A_T2D_MODY	RPLP0	12	120201235	120977564	776329	True	1.738794	20.2516103830641	0.22204195585556152
HNF1A_T2D_MODY	SETD1B	12	121804009	120977564	826445	True	2.728056	4.992371690743193	0.1718207927399975
HNF1A_T2D_MODY	SIRT4	12	120302316	120977564	675248	True	1.771885	34.42270586061509	0.32333506362322706
HNF1A_T2D_MODY	SPPL3	12	120904358	120977564	73206	True	0.614577	35.31455296525096	0.9266403849661191
HNF1A_T2D_MODY	SRSF9	12	120469748	120977564	507816	True	0.999178	15.096866585731194	0.4911184019336491
HNF1A_T2D_MODY	TMEM120B	12	121712752	120977564	735188	True	1.449016	34.31868186311852	0.2632692858846425
HNF1A_T2D_MODY	TRIAP1	12	120446384	120977564	531180	True	0.583073	13.972691172964456	0.4677053750553659
HNF1A_T2D_MODY	UNC119B	12	120710458	120977564	267106	True	0.630687	18.093205043630785	0.7323335063623226
NOD2_CD	ADCY7	16	50246137	50745926	499789	True	0.762372	35.86032866934001	0.49916224574258494
NOD2_CD	BRD7	16	50368988	50745926	376938	True	0.311942	71.93315993584032	0.6222710355484384
NOD2_CD	CNEP1R1	16	50024410	50745926	721516	True	0.420046	9.71322477540501	0.2769699751279179
NOD2_CD	CYLD	16	50742050	50745926	3876	True	1.210528	14.857544831472936	0.9961158666247122
NOD2_CD	HEATR3	16	50065970	50745926	679956	True	0.553507	114.31065206501228	0.31861718438410036
NOD2_CD	HNRNPA1P48	16	51553436	50745926	807510	True	0.0	5.430869644520354	0.19079552583109027
NOD2_CD	NKD1	16	50548396	50745926	197530	True	0.701345	14.087894905098398	0.8020555042258489
NOD2_CD	NOD2	16	50693588	50745926	52338	True	0.793557	98.5019018198749	0.9475521742528855
NOD2_CD	SALL1	16	51151367	50745926	405441	True	1.09312	45.5971198663979	0.5937082250231986
NOD2_CD	SNX20	16	50681353	50745926	64573	True	1.432563	6.620990156991698	0.9352915004018415
NOD2_CD	TENT4B	16	50152911	50745926	593015	True	0.0	6.363535173019345	0.405740620860081
NOD2_CD	ZNF423	16	49857919	50745926	888007	True	0.523537	10.62561463393689	0.11012961140628474
FTO_Obesity	AKTIP	16	53504411	53786615	282204	True	1.719203	16.26757567978875	0.7172038248091503
FTO_Obesity	CHD9	16	53054991	53786615	731624	True	0.848066	10.77419466512837	0.2668407645609907
FTO_Obesity	FTO	16	53701692	53786615	84923	True	0.745999	26.6292223803676	0.9148987980831862
FTO_Obesity	IRX3	16	54286787	53786615	500172	True	1.536732	16.46858623201633	0.49877844205766875
FTO_Obesity	RBL2	16	53433977	53786615	352638	True	1.266759	173.9718152298583	0.6466220265235403
FTO_Obesity	RP11-467J12.4	16	53052873	53786615	733742	True	0.0	33.305443058689896	0.26471832016242014
FTO_Obesity	RPGRIP1L	16	53703938	53786615	82677	True	0.745999	14.71885750439541	0.9171495110761936
