locus_id	chr	locus_pos	gene_ensembl	gene_symbol	gene_tss	distance	label	evidence_type	score_nearest	score_100kb	score_cs2g
crispr_10_17029282_17030231	10	17029756	ENSG00000107614	TRDMT1	17202071	172315	0	CRISPRi	0.2080030451756497	0.0	1.0
crispr_10_17029282_17030231	10	17029756	ENSG00000026025	VIM	17228258	198502	1	CRISPRi	0.1805627760411039	0.0	1.0
crispr_10_17029282_17030231	10	17029756	ENSG00000148484	RSU1	16817454	212302	0	CRISPRi	0.1688259361972617	0.0	1.0
crispr_10_17029282_17030231	10	17029756	ENSG00000148488	ST8SIA6	17454387	424631	0	CRISPRi	0.0844077995358033	0.0	1.0
crispr_10_17215948_17217110	10	17216529	ENSG00000026025	VIM	17228258	11729	1	CRISPRi	0.4803220162901913	1.0	1.0
crispr_10_17215948_17217110	10	17216529	ENSG00000107614	TRDMT1	17202071	14458	0	CRISPRi	0.3896657618842205	1.0	1.0
crispr_10_17215948_17217110	10	17216529	ENSG00000107611	CUBN	17129817	86712	0	CRISPRi	0.0649750008774225	1.0	1.0
crispr_10_17215948_17217110	10	17216529	ENSG00000148488	ST8SIA6	17454387	237858	0	CRISPRi	0.0236870467423303	0.0	1.0
crispr_10_17215948_17217110	10	17216529	ENSG00000148484	RSU1	16817454	399075	0	CRISPRi	0.0141180558366926	0.0	1.0
crispr_10_17215948_17217110	10	17216529	ENSG00000165996	HACD1	17617374	400845	0	CRISPRi	0.0140557152898717	0.0	
crispr_10_17215948_17217110	10	17216529	ENSG00000136738	STAM	17644124	427595	0	CRISPRi	0.0131764030792709	0.0	1.0
crispr_10_17425572_17426534	10	17426053	ENSG00000148488	ST8SIA6	17454387	28334	0	CRISPRi	0.5779326008500161	1.0	1.0
crispr_10_17425572_17426534	10	17426053	ENSG00000165996	HACD1	17617374	191321	0	CRISPRi	0.0855924579770502	0.0	
crispr_10_17425572_17426534	10	17426053	ENSG00000026025	VIM	17228258	197795	1	CRISPRi	0.0827909575779348	0.0	1.0
crispr_10_17425572_17426534	10	17426053	ENSG00000136738	STAM	17644124	218071	0	CRISPRi	0.075093181357924	0.0	1.0
crispr_10_17425572_17426534	10	17426053	ENSG00000107614	TRDMT1	17202071	223982	0	CRISPRi	0.073111442587541	0.0	1.0
crispr_10_17425572_17426534	10	17426053	ENSG00000107611	CUBN	17129817	296236	0	CRISPRi	0.0552791185607645	0.0	1.0
crispr_10_17425572_17426534	10	17426053	ENSG00000148483	TMEM236	17752260	326207	0	CRISPRi	0.0502002410887691	0.0	1.0
crispr_10_4941547_4942047	10	4941797	ENSG00000187134	AKR1C1	4963261	21464	1	CRISPRi	0.5326749794440203	1.0	1.0
crispr_10_4941547_4942047	10	4941797	ENSG00000151632	AKR1C2	5018033	76236	0	CRISPRi	0.1499779429117868	1.0	1.0
crispr_10_4941547_4942047	10	4941797	ENSG00000165568	AKR1E2	4826176	115621	0	CRISPRi	0.0988900765750972	0.0	1.0
crispr_10_4941547_4942047	10	4941797	ENSG00000196139	AKR1C3	5094375	152578	0	CRISPRi	0.0749373664381461	0.0	1.0
crispr_10_4941547_4942047	10	4941797	ENSG00000264006	AKR1C8P	5185187	243390	0	CRISPRi	0.0469773674201835	0.0	
crispr_10_4941547_4942047	10	4941797	ENSG00000198610	AKR1C4	5196834	255037	0	CRISPRi	0.0448320188903845	0.0	1.0
crispr_10_4941547_4942047	10	4941797	ENSG00000178473	UCN3	5365008	423211	0	CRISPRi	0.0270168814536589	0.0	1.0
crispr_10_4941547_4942047	10	4941797	ENSG00000178462	TUBAL3	5404830	463033	0	CRISPRi	0.0246933668667223	0.0	1.0
crispr_10_5472235_5472735	10	5472485	ENSG00000173848	NET1	5446550	25935	1	CRISPRi	0.2602011099709786	1.0	1.0
crispr_10_5472235_5472735	10	5472485	ENSG00000178372	CALML5	5499570	27085	0	CRISPRi	0.2491536582813003	1.0	1.0
crispr_10_5472235_5472735	10	5472485	ENSG00000178363	CALML3	5524888	52403	0	CRISPRi	0.1287797875774235	1.0	1.0
crispr_10_5472235_5472735	10	5472485	ENSG00000178462	TUBAL3	5404830	67655	0	CRISPRi	0.0997483739536375	1.0	1.0
crispr_10_5472235_5472735	10	5472485	ENSG00000178473	UCN3	5365008	107477	0	CRISPRi	0.0627903011612358	0.0	1.0
crispr_10_5472235_5472735	10	5472485	ENSG00000196372	ASB13	5666595	194110	0	CRISPRi	0.0347665819464497	0.0	1.0
crispr_10_5472235_5472735	10	5472485	ENSG00000108021	FAM208B	5684837	212352	0	CRISPRi	0.031779988925079	0.0	1.0
crispr_10_5472235_5472735	10	5472485	ENSG00000198610	AKR1C4	5196834	275651	0	CRISPRi	0.0244822311762922	0.0	1.0
crispr_10_5472235_5472735	10	5472485	ENSG00000264006	AKR1C8P	5185187	287298	0	CRISPRi	0.0234897301703357	0.0	
crispr_10_5472235_5472735	10	5472485	ENSG00000057608	GDI2	5813549	341064	0	CRISPRi	0.0197867737475475	0.0	1.0
crispr_10_5472235_5472735	10	5472485	ENSG00000196139	AKR1C3	5094375	378110	0	CRISPRi	0.0178481345113136	0.0	1.0
crispr_10_5472235_5472735	10	5472485	ENSG00000134461	ANKRD16	5889897	417412	0	CRISPRi	0.0161676229255133	0.0	1.0
crispr_10_5472235_5472735	10	5472485	ENSG00000134452	FBXO18	5890202	417717	0	CRISPRi	0.0161558180116904	0.0	1.0
crispr_10_5472235_5472735	10	5472485	ENSG00000151632	AKR1C2	5018033	454452	0	CRISPRi	0.0148498876412022	0.0	1.0
crispr_10_5479527_5480355	10	5479941	ENSG00000178372	CALML5	5499570	19629	0	CRISPRi	0.3245635327862353	1.0	1.0
crispr_10_5479527_5480355	10	5479941	ENSG00000173848	NET1	5446550	33391	1	CRISPRi	0.1907996570613859	1.0	1.0
crispr_10_5479527_5480355	10	5479941	ENSG00000178363	CALML3	5524888	44947	0	CRISPRi	0.1417456204635089	1.0	1.0
crispr_10_5479527_5480355	10	5479941	ENSG00000178462	TUBAL3	5404830	75111	0	CRISPRi	0.0848224271566966	1.0	1.0
crispr_10_5479527_5480355	10	5479941	ENSG00000178473	UCN3	5365008	114933	0	CRISPRi	0.0554333978508865	0.0	1.0
crispr_10_5479527_5480355	10	5479941	ENSG00000196372	ASB13	5666595	186654	0	CRISPRi	0.0341334662805378	0.0	1.0
crispr_10_5479527_5480355	10	5479941	ENSG00000108021	FAM208B	5684837	204896	0	CRISPRi	0.0310945604308203	0.0	1.0
crispr_10_5479527_5480355	10	5479941	ENSG00000198610	AKR1C4	5196834	283107	0	CRISPRi	0.0225044228654569	0.0	1.0
crispr_10_5479527_5480355	10	5479941	ENSG00000264006	AKR1C8P	5185187	294754	0	CRISPRi	0.0216151792118668	0.0	
crispr_10_5479527_5480355	10	5479941	ENSG00000057608	GDI2	5813549	333608	0	CRISPRi	0.0190977526043775	0.0	1.0
crispr_10_5479527_5480355	10	5479941	ENSG00000196139	AKR1C3	5094375	385566	0	CRISPRi	0.0165241894368392	0.0	1.0
crispr_10_5479527_5480355	10	5479941	ENSG00000134461	ANKRD16	5889897	409956	0	CRISPRi	0.0155410985752013	0.0	1.0
crispr_10_5479527_5480355	10	5479941	ENSG00000134452	FBXO18	5890202	410261	0	CRISPRi	0.0155295448971481	0.0	1.0
crispr_10_5479527_5480355	10	5479941	ENSG00000151632	AKR1C2	5018033	461908	0	CRISPRi	0.0137931543845082	0.0	1.0
crispr_10_5479527_5480355	10	5479941	ENSG00000134470	IL15RA	5977611	497670	0	CRISPRi	0.0128019959945301	0.0	1.0
crispr_10_6144647_6145147	10	6144897	ENSG00000134453	RBM17	6088985	55912	0	CRISPRi	0.2531342113679221	1.0	1.0
crispr_10_6144647_6145147	10	6144897	ENSG00000170525	PFKFB3	6202876	57979	1	CRISPRi	0.244109919976106	1.0	1.0
crispr_10_6144647_6145147	10	6144897	ENSG00000134460	IL2RA	6062370	82527	0	CRISPRi	0.1714992870324571	1.0	1.0
crispr_10_6144647_6145147	10	6144897	ENSG00000134470	IL15RA	5977611	167286	0	CRISPRi	0.0846060552237449	0.0	1.0
crispr_10_6144647_6145147	10	6144897	ENSG00000134452	FBXO18	5890202	254695	0	CRISPRi	0.0555701430733683	0.0	1.0
crispr_10_6144647_6145147	10	6144897	ENSG00000134461	ANKRD16	5889897	255000	0	CRISPRi	0.0555036770844609	0.0	1.0
crispr_10_6144647_6145147	10	6144897	ENSG00000057608	GDI2	5813549	331348	0	CRISPRi	0.0427147604496003	0.0	1.0
crispr_10_6144647_6145147	10	6144897	ENSG00000065675	PRKCQ	6580301	435404	0	CRISPRi	0.0325065012120086	0.0	1.0
crispr_10_6144647_6145147	10	6144897	ENSG00000108021	FAM208B	5684837	460060	0	CRISPRi	0.030764383766967	0.0	1.0
crispr_10_6144647_6145147	10	6144897	ENSG00000196372	ASB13	5666595	478302	0	CRISPRi	0.0295910608133643	0.0	1.0
crispr_10_61765101_61766128	10	61765614	ENSG00000183346	C10orf107	61662960	102654	0	CRISPRi	0.4794626839177057	0.0	1.0
crispr_10_61765101_61766128	10	61765614	ENSG00000150347	ARID5B	61901253	135639	1	CRISPRi	0.3628667193864057	0.0	1.0
crispr_10_61765101_61766128	10	61765614	ENSG00000196932	TMEM26	61453450	312164	0	CRISPRi	0.1576705966958886	0.0	1.0
crispr_10_61781930_61782430	10	61782180	ENSG00000150347	ARID5B	61901253	119073	1	CRISPRi	0.3837807941801345	0.0	1.0
crispr_10_61781930_61782430	10	61782180	ENSG00000183346	C10orf107	61662960	119220	0	CRISPRi	0.3833075908288416	0.0	1.0
crispr_10_61781930_61782430	10	61782180	ENSG00000196932	TMEM26	61453450	328730	0	CRISPRi	0.139014313484902	0.0	1.0
crispr_10_61781930_61782430	10	61782180	ENSG00000182010	RTKN2	62268863	486683	0	CRISPRi	0.0938973015061217	0.0	1.0
crispr_10_6348010_6348510	10	6348260	ENSG00000170525	PFKFB3	6202876	145384	1	CRISPRi	0.2686270772306852	0.0	1.0
crispr_10_6348010_6348510	10	6348260	ENSG00000065675	PRKCQ	6580301	232041	0	CRISPRi	0.168307235858953	0.0	1.0
crispr_10_6348010_6348510	10	6348260	ENSG00000134453	RBM17	6088985	259275	0	CRISPRi	0.1506284716795352	0.0	1.0
crispr_10_6348010_6348510	10	6348260	ENSG00000134460	IL2RA	6062370	285890	0	CRISPRi	0.1366057260395856	0.0	1.0
crispr_10_6348010_6348510	10	6348260	ENSG00000134470	IL15RA	5977611	370649	0	CRISPRi	0.1053671863568951	0.0	1.0
crispr_10_6348010_6348510	10	6348260	ENSG00000134452	FBXO18	5890202	458058	0	CRISPRi	0.085260518018821	0.0	1.0
crispr_10_6348010_6348510	10	6348260	ENSG00000134461	ANKRD16	5889897	458363	0	CRISPRi	0.0852037848155247	0.0	1.0
crispr_10_70667141_70667813	10	70667477	ENSG00000138316	ADAMTS14	70672505	5028	1	CRISPRi	0.7707427168037022	1.0	1.0
crispr_10_70667141_70667813	10	70667477	ENSG00000180644	PRF1	70602775	64702	0	CRISPRi	0.0599054931426026	1.0	1.0
crispr_10_70667141_70667813	10	70667477	ENSG00000166220	TBATA	70785419	117942	0	CRISPRi	0.0328638844425342	0.0	1.0
crispr_10_70667141_70667813	10	70667477	ENSG00000166224	SGPL1	70815947	148470	0	CRISPRi	0.0261065468866365	0.0	1.0
crispr_10_70667141_70667813	10	70667477	ENSG00000107719	PALD1	70478807	188670	0	CRISPRi	0.0205440429255466	0.0	1.0
crispr_10_70667141_70667813	10	70667477	ENSG00000166228	PCBD1	70888786	221309	0	CRISPRi	0.0175141887976404	0.0	1.0
crispr_10_70667141_70667813	10	70667477	ENSG00000156574	NODAL	70441709	225768	0	CRISPRi	0.0171682787397996	0.0	1.0
crispr_10_70667141_70667813	10	70667477	ENSG00000148730	EIF4EBP2	70404104	263373	0	CRISPRi	0.0147169618975518	0.0	1.0
crispr_10_70667141_70667813	10	70667477	ENSG00000172731	LRRC20	70382650	284827	0	CRISPRi	0.0136084413147788	0.0	1.0
crispr_10_70667141_70667813	10	70667477	ENSG00000148734	NPFFR1	70283694	383783	0	CRISPRi	0.0100996006159866	0.0	1.0
crispr_10_70667141_70667813	10	70667477	ENSG00000180817	PPA1	70233434	434043	0	CRISPRi	0.0089301202707693	0.0	1.0
crispr_10_70667141_70667813	10	70667477	ENSG00000079332	SAR1A	70170529	496948	0	CRISPRi	0.0077997241624509	0.0	1.0
crispr_10_73991727_73992227	10	73991977	ENSG00000035403	VCL	73998113	6136	1	CRISPRi	0.6585388502657403	1.0	1.0
crispr_10_73991727_73992227	10	73991977	ENSG00000222047	C10orf55	73922777	69200	0	CRISPRi	0.0584016549483511	1.0	1.0
crispr_10_73991727_73992227	10	73991977	ENSG00000122861	PLAU	73911100	80877	0	CRISPRi	0.0499697436148377	1.0	1.0
crispr_10_73991727_73992227	10	73991977	ENSG00000148660	CAMK2G	73874591	117386	0	CRISPRi	0.0344284539521484	0.0	1.0
crispr_10_73991727_73992227	10	73991977	ENSG00000185009	AP3M1	74151085	159108	0	CRISPRi	0.0254005299768136	0.0	1.0
crispr_10_73991727_73992227	10	73991977	ENSG00000166507	NDST2	73811831	180146	0	CRISPRi	0.0224341949856553	0.0	1.0
crispr_10_73991727_73992227	10	73991977	ENSG00000156110	ADK	74176488	184511	0	CRISPRi	0.0219034692815689	0.0	1.0
crispr_10_73991727_73992227	10	73991977	ENSG00000214655	ZSWIM8	73785623	206354	0	CRISPRi	0.0195849527468723	0.0	1.0
crispr_10_73991727_73992227	10	73991977	ENSG00000172586	CHCHD1	73782049	209928	0	CRISPRi	0.0192515227723699	0.0	1.0
crispr_10_73991727_73992227	10	73991977	ENSG00000196968	FUT11	73772290	219687	0	CRISPRi	0.0183963299045958	0.0	1.0
crispr_10_73991727_73992227	10	73991977	ENSG00000176986	SEC24C	73744372	247605	0	CRISPRi	0.0163221122431639	0.0	1.0
crispr_10_73991727_73992227	10	73991977	ENSG00000172650	AGAP5	73697796	294181	0	CRISPRi	0.0137379340818977	0.0	1.0
crispr_10_73991727_73992227	10	73991977	ENSG00000166317	SYNPO2L	73651039	340938	0	CRISPRi	0.0118538885961443	0.0	1.0
crispr_10_73991727_73992227	10	73991977	ENSG00000177791	MYOZ1	73641757	350220	0	CRISPRi	0.0115397218444377	0.0	1.0
crispr_10_73991727_73992227	10	73991977	ENSG00000166348	USP54	73591350	400627	0	CRISPRi	0.0100877944728797	0.0	1.0
crispr_10_73991727_73992227	10	73991977	ENSG00000107758	PPP3CB	73496024	495953	0	CRISPRi	0.0081488463125226	0.0	1.0
crispr_10_79285232_79285732	10	79285482	ENSG00000108179	PPIF	79347463	61981	1	CRISPRi	0.3983234536164214	1.0	1.0
crispr_10_79285232_79285732	10	79285482	ENSG00000165424	ZCCHC24	79445627	160145	0	CRISPRi	0.1541648514608734	0.0	1.0
crispr_10_79285232_79285732	10	79285482	ENSG00000108175	ZMIZ1	79069034	216448	0	CRISPRi	0.1140632865111552	0.0	1.0
crispr_10_79285232_79285732	10	79285482	ENSG00000253626	EIF5AL1	79512600	227118	0	CRISPRi	0.1087046187331444	0.0	1.0
crispr_10_79285232_79285732	10	79285482	ENSG00000185303	SFTPA2	79560461	274979	0	CRISPRi	0.089784290864983	0.0	1.0
crispr_10_79285232_79285732	10	79285482	ENSG00000122852	SFTPA1	79610938	325456	0	CRISPRi	0.0758591282475197	0.0	1.0
crispr_10_79285232_79285732	10	79285482	ENSG00000188199	NUTM2B	79703226	417744	0	CRISPRi	0.0591003705659027	0.0	1.0
crispr_10_79286318_79286818	10	79286568	ENSG00000108179	PPIF	79347463	60895	1	CRISPRi	0.4018613066397785	1.0	1.0
crispr_10_79286318_79286818	10	79286568	ENSG00000165424	ZCCHC24	79445627	159059	0	CRISPRi	0.1538522955434172	0.0	1.0
crispr_10_79286318_79286818	10	79286568	ENSG00000108175	ZMIZ1	79069034	217534	0	CRISPRi	0.1124956725544668	0.0	1.0
crispr_10_79286318_79286818	10	79286568	ENSG00000253626	EIF5AL1	79512600	226032	0	CRISPRi	0.1082662537290393	0.0	1.0
crispr_10_79286318_79286818	10	79286568	ENSG00000185303	SFTPA2	79560461	273893	0	CRISPRi	0.0893475071711536	0.0	1.0
crispr_10_79286318_79286818	10	79286568	ENSG00000122852	SFTPA1	79610938	324370	0	CRISPRi	0.075443692960024	0.0	1.0
crispr_10_79286318_79286818	10	79286568	ENSG00000188199	NUTM2B	79703226	416658	0	CRISPRi	0.05873327140212	0.0	1.0
crispr_10_79316579_79317079	10	79316829	ENSG00000108179	PPIF	79347463	30634	1	CRISPRi	0.5472998860852065	1.0	1.0
crispr_10_79316579_79317079	10	79316829	ENSG00000165424	ZCCHC24	79445627	128798	0	CRISPRi	0.1301759486503801	0.0	1.0
crispr_10_79316579_79317079	10	79316829	ENSG00000253626	EIF5AL1	79512600	195771	0	CRISPRi	0.0856431563769093	0.0	1.0
crispr_10_79316579_79317079	10	79316829	ENSG00000185303	SFTPA2	79560461	243632	0	CRISPRi	0.0688188053762023	0.0	1.0
crispr_10_79316579_79317079	10	79316829	ENSG00000108175	ZMIZ1	79069034	247795	0	CRISPRi	0.0676626418917993	0.0	1.0
crispr_10_79316579_79317079	10	79316829	ENSG00000122852	SFTPA1	79610938	294109	0	CRISPRi	0.0570076910347159	0.0	1.0
crispr_10_79316579_79317079	10	79316829	ENSG00000188199	NUTM2B	79703226	386397	0	CRISPRi	0.0433918705847864	0.0	1.0
crispr_10_79317427_79318156	10	79317791	ENSG00000108179	PPIF	79347463	29672	1	CRISPRi	0.5542615823111965	1.0	1.0
crispr_10_79317427_79318156	10	79317791	ENSG00000165424	ZCCHC24	79445627	127836	0	CRISPRi	0.1286529246768943	0.0	1.0
crispr_10_79317427_79318156	10	79317791	ENSG00000253626	EIF5AL1	79512600	194809	0	CRISPRi	0.084423817729686	0.0	1.0
crispr_10_79317427_79318156	10	79317791	ENSG00000185303	SFTPA2	79560461	242670	0	CRISPRi	0.0677732565156946	0.0	1.0
crispr_10_79317427_79318156	10	79317791	ENSG00000108175	ZMIZ1	79069034	248757	0	CRISPRi	0.066114874423818	0.0	1.0
crispr_10_79317427_79318156	10	79317791	ENSG00000122852	SFTPA1	79610938	293147	0	CRISPRi	0.0561034151074547	0.0	1.0
crispr_10_79317427_79318156	10	79317791	ENSG00000188199	NUTM2B	79703226	385435	0	CRISPRi	0.042670129235256	0.0	1.0
crispr_10_79322747_79323659	10	79323203	ENSG00000108179	PPIF	79347463	24260	1	CRISPRi	0.5980394742030848	1.0	1.0
crispr_10_79322747_79323659	10	79323203	ENSG00000165424	ZCCHC24	79445627	122424	0	CRISPRi	0.1185136670095245	0.0	1.0
crispr_10_79322747_79323659	10	79323203	ENSG00000253626	EIF5AL1	79512600	189397	0	CRISPRi	0.0766060659755701	0.0	1.0
crispr_10_79322747_79323659	10	79323203	ENSG00000185303	SFTPA2	79560461	237258	0	CRISPRi	0.0611527304913239	0.0	1.0
crispr_10_79322747_79323659	10	79323203	ENSG00000108175	ZMIZ1	79069034	254169	0	CRISPRi	0.0570839819162019	0.0	1.0
crispr_10_79322747_79323659	10	79323203	ENSG00000122852	SFTPA1	79610938	287735	0	CRISPRi	0.0504248188743884	0.0	1.0
crispr_10_79322747_79323659	10	79323203	ENSG00000188199	NUTM2B	79703226	380023	0	CRISPRi	0.0381792615299061	0.0	1.0
crispr_10_79323113_79323613	10	79323363	ENSG00000108179	PPIF	79347463	24100	1	CRISPRi	0.5994682057747878	1.0	1.0
crispr_10_79323113_79323613	10	79323363	ENSG00000165424	ZCCHC24	79445627	122264	0	CRISPRi	0.1181677767748592	0.0	1.0
crispr_10_79323113_79323613	10	79323363	ENSG00000253626	EIF5AL1	79512600	189237	0	CRISPRi	0.076347156635444	0.0	1.0
crispr_10_79323113_79323613	10	79323363	ENSG00000185303	SFTPA2	79560461	237098	0	CRISPRi	0.060935656529037	0.0	1.0
crispr_10_79323113_79323613	10	79323363	ENSG00000108175	ZMIZ1	79069034	254329	0	CRISPRi	0.0568072316572097	0.0	1.0
crispr_10_79323113_79323613	10	79323363	ENSG00000122852	SFTPA1	79610938	287575	0	CRISPRi	0.050239878249152	0.0	1.0
crispr_10_79323113_79323613	10	79323363	ENSG00000188199	NUTM2B	79703226	379863	0	CRISPRi	0.0380340943795099	0.0	1.0
crispr_10_79331716_79332216	10	79331966	ENSG00000108179	PPIF	79347463	15497	1	CRISPRi	0.69145971477678	1.0	1.0
crispr_10_79331716_79332216	10	79331966	ENSG00000165424	ZCCHC24	79445627	113661	0	CRISPRi	0.0942816654608447	0.0	1.0
crispr_10_79331716_79332216	10	79331966	ENSG00000253626	EIF5AL1	79512600	180634	0	CRISPRi	0.059325394633435	0.0	1.0
crispr_10_79331716_79332216	10	79331966	ENSG00000185303	SFTPA2	79560461	228495	0	CRISPRi	0.0468990383184411	0.0	1.0
crispr_10_79331716_79332216	10	79331966	ENSG00000108175	ZMIZ1	79069034	262932	0	CRISPRi	0.0407565526564202	0.0	1.0
crispr_10_79331716_79332216	10	79331966	ENSG00000122852	SFTPA1	79610938	278972	0	CRISPRi	0.0384131893036621	0.0	1.0
crispr_10_79331716_79332216	10	79331966	ENSG00000188199	NUTM2B	79703226	371260	0	CRISPRi	0.0288644448504166	0.0	1.0
crispr_10_87500579_87501079	10	87500829	ENSG00000107789	MINPP1	87504465	3636	1	CRISPRi	0.8940326453051745	1.0	1.0
crispr_10_87500579_87501079	10	87500829	ENSG00000214562	NUTM2D	87357719	143110	0	CRISPRi	0.022720802251224	0.0	1.0
crispr_10_87500579_87501079	10	87500829	ENSG00000198682	PAPSS2	87659718	158889	0	CRISPRi	0.0204644517022777	0.0	1.0
crispr_10_87500579_87501079	10	87500829	ENSG00000184923	NUTM2A	87225447	275382	0	CRISPRi	0.0118075434248843	0.0	1.0
crispr_10_87500579_87501079	10	87500829	ENSG00000138138	ATAD1	87818231	317402	0	CRISPRi	0.0102443793252581	0.0	1.0
crispr_10_87500579_87501079	10	87500829	ENSG00000227268	KLLN	87863437	362608	0	CRISPRi	0.0089672256644896	0.0	1.0
crispr_10_87500579_87501079	10	87500829	ENSG00000171862	PTEN	87863437	362608	0	CRISPRi	0.0089672256644896	0.0	1.0
crispr_10_87500579_87501079	10	87500829	ENSG00000122376	FAM35A	87095195	405634	0	CRISPRi	0.0080160655046406	0.0	1.0
crispr_10_87500579_87501079	10	87500829	ENSG00000148672	GLUD1	87095047	405782	0	CRISPRi	0.0080131418294381	0.0	1.0
crispr_10_87500579_87501079	10	87500829	ENSG00000188100	FAM25A	87020288	480541	0	CRISPRi	0.006766519328123	0.0	1.0
crispr_10_92755668_92757563	10	92756615	ENSG00000152804	HHEX	92689923	66692	0	CRISPRi	0.3110368259286277	1.0	1.0
crispr_10_92755668_92757563	10	92756615	ENSG00000138190	EXOC6	92848454	91839	1	CRISPRi	0.225870851825544	1.0	1.0
crispr_10_92755668_92757563	10	92756615	ENSG00000138160	KIF11	92593067	163548	0	CRISPRi	0.1268364773349758	0.0	1.0
crispr_10_92755668_92757563	10	92756615	ENSG00000119912	IDE	92574095	182520	0	CRISPRi	0.1136525607007301	0.0	1.0
crispr_10_92755668_92757563	10	92756615	ENSG00000187553	CYP26C1	93061263	304648	0	CRISPRi	0.068091406936041	0.0	1.0
crispr_10_92755668_92757563	10	92756615	ENSG00000095596	CYP26A1	93073889	317274	0	CRISPRi	0.0653817005173996	0.0	1.0
crispr_10_92755668_92757563	10	92756615	ENSG00000198060	MARCH5	92291162	465453	0	CRISPRi	0.0445671946780089	0.0	1.0
crispr_10_92755668_92757563	10	92756615	ENSG00000107864	CPEB3	92291118	465497	0	CRISPRi	0.0445629820786726	0.0	1.0
crispr_10_92755975_92757041	10	92756508	ENSG00000152804	HHEX	92689923	66585	1	CRISPRi	0.3114241535864283	1.0	1.0
crispr_10_92755975_92757041	10	92756508	ENSG00000138190	EXOC6	92848454	91946	0	CRISPRi	0.2255265391008507	1.0	1.0
crispr_10_92755975_92757041	10	92756508	ENSG00000138160	KIF11	92593067	163441	0	CRISPRi	0.1268736841858636	0.0	1.0
crispr_10_92755975_92757041	10	92756508	ENSG00000119912	IDE	92574095	182413	0	CRISPRi	0.1136781644539669	0.0	1.0
crispr_10_92755975_92757041	10	92756508	ENSG00000187553	CYP26C1	93061263	304755	0	CRISPRi	0.0680429218479896	0.0	1.0
crispr_10_92755975_92757041	10	92756508	ENSG00000095596	CYP26A1	93073889	317381	0	CRISPRi	0.0653360577811782	0.0	1.0
crispr_10_92755975_92757041	10	92756508	ENSG00000198060	MARCH5	92291162	465346	0	CRISPRi	0.0445613460293198	0.0	1.0
crispr_10_92755975_92757041	10	92756508	ENSG00000107864	CPEB3	92291118	465390	0	CRISPRi	0.0445571330144027	0.0	1.0
