chrom	chromStart	chromEnd	name	EffectSize	chrTSS	startTSS	endTSS	measuredGeneSymbol	measuredGeneEnsemblId	Significant	pValueAdjusted	PowerAtEffectSize10	PowerAtEffectSize15	PowerAtEffectSize20	PowerAtEffectSize25	PowerAtEffectSize50	ValidConnection	CellType	Reference	Regulated	Dataset	distanceToTSS	measuredGeneUbiquitousExpressed	elementChromatinCategory	H3K27ac_peak_overlap	H3K27ac.RPM	H3K27ac.percentile	H3K27ac.RPM.expandedRegion	H3K27ac.expandedRegion.percentile	DHS.RPM	DHS.percentile	CTCF_peak_overlap	CTCF.RPM	H3K27me3_peak_overlap	H3K27me3.RPM	H3K4me1_peak_overlap	H3K4me1.RPM	direct_vs_indirect_negative	direct_rate_negative	indirect_rate_negative	imputed_indirect_rate
chr1	116503996	116504794	CD58|chr1:117046618-117047416:.	-0.0659824731389965	chr1	116571038	116571039	CD58	ENSG00000116815	True	1.7286058762532e-05	0.05	0.4	0.5	0.55	1.0	True	K562	Gasperini et al., 2019	True	Gasperini2019	66697	False	High H3K27ac	1	52.982961	0.999438893997725	74.396248	0.999625929331816	24.479215	0.995729359871569	0	1.408146	0	0.366403	1	7.080072	0.98398216267984	0.0212973473350206	0.0003466906798739	False
chr1	117655089	117655589	WDR3|chr1:118197711-118198211:.	-0.052640317708526	chr1	117929720	117929721	WDR3	ENSG00000065183	True	0.0162239897170514	0.3	0.55	0.8	0.95	1.0	True	K562	Gasperini et al., 2019	True	Gasperini2019	274408	True	H3K27ac	1	2.064712	0.83969513240543	2.78187	0.836764912171324	3.570216	0.866612634236818	0	0.216638	0	0.249416	1	4.427098	0.897770046813402	0.0030445921004392	0.0003466906798739	False
chr1	150976787	150977582	CERS2|chr1:150949263-150950058:.	-0.0816888532511099	chr1	150975003	150975004	CERS2	ENSG00000143418	True	2.42747048814442e-05	0.5	0.8	0.95	1.0	1.0	True	K562	Gasperini et al., 2019	True	Gasperini2019	2180	True	High H3K27ac	1	28.362335	0.996407362957652	36.099859	0.995955360900263	15.653037	0.986198350971804	0	0.649914	0	0.22867	1	2.621922	0.999653429472898	1.0	0.0003466906798739	False
chr1	158689047	158689547	SPTA1|chr1:158658837-158659337:.	-0.094944473400681	chr1	158686697	158686698	SPTA1	ENSG00000163554	True	8.728836153262581e-19	0.05	0.05	0.45	0.7	1.0	True	K562	Gasperini et al., 2019	True	Gasperini2019	2580	False	H3K27ac	1	0.993875	0.727419379977867	2.536283	0.824459545815864	3.31234	0.854767063077667	0	0.0	0	0.01825	1	0.707613	0.999653429472898	1.0	0.0003466906798739	False
chr1	158691856	158692709	SPTA1|chr1:158661646-158662499:.	-0.100250496088169	chr1	158686697	158686698	SPTA1	ENSG00000163554	True	3.26056634130827e-24	0.15	0.2	0.45	0.6	1.0	True	K562	Gasperini et al., 2019	True	Gasperini2019	5565	False	H3K27ac	1	3.28065	0.891176608114216	4.781146	0.895065384435543	4.249869	0.891932542589504	0	0.433276	0	0.182733	0	1.327035	0.999465442097298	0.648209205924983	0.0003466906798739	False
chr1	160460641	160461141	PEX19|chr1:160430431-160430931:.	-0.0499280136747612	chr1	160286347	160286348	PEX19	ENSG00000162735	True	0.0297526869427566	0.25	0.4	0.55	0.7	1.0	True	K562	Gasperini et al., 2019	True	Gasperini2019	175739	True	H3K27ac	1	1.230641	0.765675898938575	1.825006	0.777755264265341	0.527834	0.280498449165355	0	0.108319	0	0.166862	1	2.050545	0.941888210484262	0.0056192360754885	0.0003466906798739	False
chr1	161502961	161503461	FCGR2A|chr1:161472751-161473251:.	-0.0297007162798315	chr1	161505430	161505431	FCGR2A	ENSG00000143226	True	0.0143249151170178	0.05	0.05	0.1	0.1	1.0	True	K562	Gasperini et al., 2019	True	Gasperini2019	2202	False	High H3K27ac	1	2.376479	0.856271138889322	6.613013	0.922458267741081	6.303316	0.935714397044842	0	0.108319	0	0.036499	1	1.767772	0.999653429472898	1.0	0.0003466906798739	False
chr1	180610505	180611005	XPR1|chr1:180579641-180580141:.	-0.0905459772369474	chr1	180632004	180632005	XPR1	ENSG00000143324	True	1.51139411027458e-06	0.3	0.5	0.65	0.85	1.0	True	K562	Gasperini et al., 2019	True	Gasperini2019	21253	False	High H3K27ac	1	20.109369	0.99196527377297	34.11995	0.995355289203385	7.290055	0.947552175065073	0	1.191509	0	0.313408	1	3.768745	0.996634184988564	0.102656795458235	0.0003466906798739	False
chr1	182337949	182338449	GLUL|chr1:182307084-182307584:.	-0.173213581213273	chr1	182392205	182392206	GLUL	ENSG00000135821	True	2.8619849087546502e-21	0.5	0.8	0.9	1.0	1.0	True	K562	Gasperini et al., 2019	True	Gasperini2019	54006	False	High H3K27ac	1	12.113515	0.978163624744775	18.853243	0.982270608955875	11.642582	0.975303542760953	0	0.433276	0	0.456328	1	5.764285	0.987969057144395	0.0284698936921832	0.0003466906798739	False
chr1	182338869	182339369	GLUL|chr1:182308004-182308504:.	-0.157139893298427	chr1	182392205	182392206	GLUL	ENSG00000135821	True	1.5794795601477902e-15	0.8	0.9	0.9	1.0	1.0	True	K562	Gasperini et al., 2019	True	Gasperini2019	53086	False	H3K27ac	1	2.737018	0.872987421873782	4.325258	0.88555775495254	4.167031	0.889275082217616	1	2.599655	0	0.302099	1	3.883983	0.988246704711537	0.0291506265715892	0.0003466906798739	False
chr1	198633566	198634247	PTPRC|chr1:198602696-198603377:.	-0.0806052505764797	chr1	198638671	198638672	PTPRC	ENSG00000081237	True	3.69766897894262e-18	0.25	0.45	0.55	0.75	1.0	True	K562	Gasperini et al., 2019	True	Gasperini2019	5060	False	High H3K27ac	1	3.847806	0.90589005439611	5.834576	0.912264842033074	5.917361	0.929986439938278	0	0.324957	0	0.136679	1	2.175356	0.999530964524762	0.73880993643466	0.0003466906798739	False
chr1	201566679	201567432	NAV1|chr1:201535807-201536560:.	-0.0143285085666225	chr1	201622885	201622886	NAV1	ENSG00000134369	True	0.0134955142359054	0.0	0.0	0.0	0.05	0.0	True	K562	Gasperini et al., 2019	True	Gasperini2019	81265	False	High H3K27ac	1	7.331152	0.954043859785845	14.370141	0.971531663523434	14.021156	0.982808335541389	0	0.649914	0	0.420958	1	4.085426	0.979086371242123	0.0162305702004671	0.0003466906798739	False
chr1	202075920	202076599	ELF3|chr1:202045048-202045727:.	-0.0180496065189468	chr1	202007945	202007946	ELF3	ENSG00000163435	True	0.0231598457207577	0.0	0.0	0.0	0.0	0.05	True	K562	Gasperini et al., 2019	True	Gasperini2019	65697	False	H3K27ac	1	2.034563	0.838378091927867	2.473044	0.822207328667841	4.174927	0.889540048940912	0	0.324957	0	0.360592	1	5.735713	0.984306337209306	0.0217444351775964	0.0003466906798739	False
chr1	203005609	203006109	TMEM183A|chr1:202974737-202975237:.	-0.106355271574818	chr1	203007386	203007387	TMEM183A	ENSG00000163444	True	1.22426351939538e-07	0.7	0.8	0.9	0.95	1.0	True	K562	Gasperini et al., 2019	True	Gasperini2019	1506	True	High H3K27ac	1	8.727478	0.963832042269986	13.726023	0.969591171932231	7.215482	0.946694929783818	0	0.866552	0	0.183357	1	1.507494	0.999653429472898	1.0	0.0003466906798739	False
chr1	207746272	207746873	CD46|chr1:207919617-207920218:.	-0.0750114225909791	chr1	207752057	207752058	CD46	ENSG00000117335	True	0.0003942193695299	0.4	0.8	0.9	1.0	1.0	True	K562	Gasperini et al., 2019	True	Gasperini2019	5464	False	High H3K27ac	1	4.160553	0.912685671534781	7.205418	0.929401954519241	9.362487	0.964432113966864	0	0.324957	0	0.176299	1	2.293548	0.999478731815961	0.664744121476177	0.0003466906798739	False
chr1	212429837	212431414	NENF|chr1:212603179-212604756:.	-0.124071184794424	chr1	212432887	212432888	NENF	ENSG00000117691	True	0.0013470491797426	0.8	0.85	0.95	1.0	1.0	True	K562	Gasperini et al., 2019	True	Gasperini2019	2260	False	High H3K27ac	1	4.480162	0.919013700338222	5.668891	0.909771037578516	4.224871	0.891246746364501	0	0.866552	0	1.000471	1	8.803424	0.999653429472898	1.0	0.0003466906798739	False
chr1	213045154	213046736	RPS6KC1|chr1:213218496-213220078:.	-0.0447293310676283	chr1	213051233	213051234	RPS6KC1	ENSG00000136643	True	0.0021440325397801	0.1	0.2	0.4	0.45	1.0	True	K562	Gasperini et al., 2019	True	Gasperini2019	5286	False	High H3K27ac	1	28.276315	0.99637619040197	31.333922	0.994272042893437	8.839779	0.9609096151748	0	1.408146	0	0.670061	1	6.138713	0.999501929867055	0.695721306459616	0.0003466906798739	False
chr1	225928390	225928890	PYCR2|chr1:226116090-226116590:.	-0.166364518872039	chr1	225924339	225924340	PYCR2	ENSG00000143811	True	1.36730151413498e-20	0.7	0.95	1.0	1.0	1.0	True	K562	Gasperini et al., 2019	True	Gasperini2019	4299	False	High H3K27ac	1	18.710339	0.990656026434327	40.773624	0.997225642544304	20.152046	0.992541966053087	0	0.758233	0	0.192482	1	3.223836	0.99962511079621	0.924435021806913	0.0003466906798739	False
chr1	231046680	231047180	FAM89A|chr1:231182426-231182926:.	-0.249882853643402	chr1	231040245	231040246	FAM89A	ENSG00000182118	True	3.5421507625761e-46	0.75	0.9	1.0	1.0	1.0	True	K562	Gasperini et al., 2019	True	Gasperini2019	6680	False	High H3K27ac	1	6.35296	0.945377889306255	12.234348	0.96359045496345	2.44243	0.796871834037314	0	0.433276	0	0.244229	1	2.949505	0.999312930788393	0.504246840826426	0.0003466906798739	False
chr1	231048974	231049909	FAM89A|chr1:231184720-231185655:.	-0.183845654182022	chr1	231040245	231040246	FAM89A	ENSG00000182118	True	2.15968557821748e-10	0.45	0.7	0.85	0.95	1.0	True	K562	Gasperini et al., 2019	True	Gasperini2019	9191	False	High H3K27ac	1	11.768658	0.977119344129428	12.760573	0.965975155473122	4.9905	0.912108979254664	0	0.866552	0	0.642687	1	8.6386	0.998934813970745	0.325127611791537	0.0003466906798739	False
chr1	231053506	231054137	FAM89A|chr1:231189252-231189883:.	-0.101152410822317	chr1	231040245	231040246	FAM89A	ENSG00000182118	True	0.0003954698312526	0.55	0.85	0.95	0.95	1.0	True	K562	Gasperini et al., 2019	True	Gasperini2019	13571	False	H3K27ac	1	3.61006	0.90021664926199	4.36619	0.886368241400271	5.277403	0.918172041334809	0	1.191509	0	0.439402	1	2.669868	0.998180904232737	0.190237381974808	0.0003466906798739	False
chr1	231065649	231066489	FAM89A|chr1:231201395-231202235:.	-0.0963867399548555	chr1	231040245	231040246	FAM89A	ENSG00000182118	True	2.09867382704491e-05	0.55	0.75	0.9	1.0	1.0	True	K562	Gasperini et al., 2019	True	Gasperini2019	25819	False	High H3K27ac	1	4.086532	0.911243940834489	5.118398	0.901120653376767	5.843204	0.928630433766112	0	1.516465	0	0.937651	1	5.985922	0.995605838746151	0.0785513423793911	0.0003466906798739	False
chr1	247855128	247855628	TRIM58|chr1:248018430-248018930:.	-0.054643674384666	chr1	247857199	247857200	TRIM58	ENSG00000162722	True	0.0257071018607152	0.05	0.45	0.7	0.85	1.0	True	K562	Gasperini et al., 2019	True	Gasperini2019	1819	False	High H3K27ac	1	6.310068	0.944863542137502	10.170617	0.953038544865101	9.97096	0.967759784285915	0	0.758233	0	0.180549	1	2.720443	0.999653429472898	1.0	0.0003466906798739	False
chr1	248889286	248889921	ZNF672|chr1:249183485-249184120:.	-0.0953741417947229	chr1	248838210	248838211	ZNF672	ENSG00000171161	True	0.0006360456754802	0.2	0.6	0.7	0.8	1.0	True	K562	Gasperini et al., 2019	True	Gasperini2019	51425	False	High H3K27ac	1	12.820872	0.980182047725183	13.693913	0.969474274848423	9.741012	0.966559640892159	0	0.649914	0	0.091679	0	1.188071	0.988743797431009	0.0304532774043019	0.0003466906798739	False
chr10	4941547	4942047	AKR1C1|chr10:4983739-4984239:.	-0.0749379788998597	chr10	4963253	4963254	AKR1C1	ENSG00000187134	True	0.0020514792837078	0.0	0.15	0.5	0.7	0.95	True	K562	Gasperini et al., 2019	True	Gasperini2019	21463	False	High H3K27ac	1	4.171335	0.913129880453249	6.113253	0.916200377187924	8.143232	0.955657039542387	0	1.191509	0	0.250158	1	1.798527	0.996588519702604	0.10127801462431	0.0003466906798739	False
chr10	5472235	5472735	NET1|chr10:5514198-5514698:.	-0.100327192709411	chr10	5412551	5412552	NET1	ENSG00000173848	True	0.0402770098224788	0.35	0.6	0.8	0.85	1.0	True	K562	Gasperini et al., 2019	True	Gasperini2019	25934	False	High H3K27ac	1	5.513008	0.934833772346826	7.895367	0.936423572686607	4.554556	0.901136239654608	0	0.108319	0	0.004562	0	0.357074	0.995579019234443	0.0780727140311608	0.0003466906798739	False
chr10	5479527	5480355	NET1|chr10:5521490-5522318:.	-0.108551704813398	chr10	5412551	5412552	NET1	ENSG00000173848	True	0.0020929577141948	0.5	0.75	0.9	0.9	1.0	True	K562	Gasperini et al., 2019	True	Gasperini2019	33390	False	High H3K27ac	1	19.541232	0.991450926604218	30.470919	0.993944731058776	14.33494	0.983556476877757	0	0.866552	0	0.302099	1	1.743537	0.993753312977713	0.0551532373038698	0.0003466906798739	False
chr10	12265775	12266275	SEC61A2|chr10:12307774-12308274:.	-0.0012703331325132	chr10	12129637	12129638	SEC61A2	ENSG00000065665	True	0.0107916516297834	0.0	0.0	0.0	0.0	0.1	True	K562	Gasperini et al., 2019	True	Gasperini2019	136384	False	H3K27ac	1	1.230641	0.765675898938575	2.224516	0.807361399024299	7.276929	0.947365139730981	0	1.408146	0	0.169358	1	1.799693	0.958280675273644	0.0079633834200289	0.0003466906798739	False
chr10	70667141	70667813	ADAMTS14|chr10:72426897-72427569:.	-0.0431398128391516	chr10	70672803	70672804	ADAMTS14	ENSG00000138316	True	3.48209813538241e-06	0.0	0.0	0.0	0.1	0.6	True	K562	Gasperini et al., 2019	True	Gasperini2019	5027	False	High H3K27ac	1	18.773577	0.990718371545691	25.054477	0.990507956794838	28.348933	0.997467229850839	0	0.541595	0	0.396274	1	5.571738	0.999535164173944	0.745487989954963	0.0003466906798739	False
chr10	73991727	73992227	VCL|chr10:75751485-75751985:.	-0.0688053472579646	chr10	73995193	73995194	VCL	ENSG00000035403	True	0.0140875738618465	0.2	0.5	0.7	0.9	1.0	True	K562	Gasperini et al., 2019	True	Gasperini2019	6135	False	High H3K27ac	1	9.459339	0.96800137159245	13.857638	0.970027587711779	6.579862	0.939603173366168	0	0.649914	0	0.302099	1	2.952642	0.999388773752073	0.566858466248035	0.0003466906798739	False
chr10	87500579	87501079	MINPP1|chr10:89260336-89260836:.	-0.0599425823613722	chr10	87504875	87504876	MINPP1	ENSG00000107789	True	0.0115321381847577	0.05	0.2	0.35	0.65	1.0	True	K562	Gasperini et al., 2019	True	Gasperini2019	3635	False	High H3K27ac	1	9.889979	0.970128898517745	13.456168	0.968609236428249	4.078021	0.886204585482941	0	0.0	0	0.063874	1	1.441962	0.999653429472898	1.0	0.0003466906798739	False
chr10	92755975	92757041	HHEX|chr10:94515732-94516798:.	-0.153217768746905	chr10	92689951	92689952	HHEX	ENSG00000152804	True	1.38522680337387e-08	0.35	0.7	0.8	0.95	1.0	True	K562	Gasperini et al., 2019	True	Gasperini2019	66584	False	High H3K27ac	1	20.085101	0.991941894356209	25.492958	0.990874234324101	12.482943	0.978264935550741	1	1.516465	0	0.609814	1	3.361719	0.984018875657299	0.0213470695612361	0.0003466906798739	False
chr10	92757079	92757579	HHEX|chr10:94516836-94517336:.	-0.164521459203092	chr10	92689951	92689952	HHEX	ENSG00000152804	True	3.68080907838098e-12	0.3	0.6	0.85	0.95	1.0	True	K562	Gasperini et al., 2019	True	Gasperini2019	67405	False	High H3K27ac	1	10.377233	0.972186287192755	16.897839	0.978218176717218	5.660323	0.92544303994763	1	3.357888	0	0.261037	1	1.04607	0.983751670188353	0.0209903134241062	0.0003466906798739	False
chr10	95297410	95297910	PDLIM1|chr10:97057167-97057667:.	-0.12530610822312	chr10	95291023	95291024	PDLIM1	ENSG00000107438	True	0.0017111912365001	0.35	0.45	0.8	0.85	1.0	True	K562	Gasperini et al., 2019	True	Gasperini2019	6511	False	High H3K27ac	1	2.339468	0.854642372854939	7.213259	0.929472092769526	8.615472	0.959288642279337	0	0.433276	0	0.036499	1	2.006047	0.999336705949072	0.522333528430972	0.0003466906798739	False
chr10	117411392	117412093	PDZD8|chr10:119170903-119171604:.	-0.0604277618515763	chr10	117375466	117375467	PDZD8	ENSG00000165650	True	0.0344245261015913	0.2	0.25	0.6	0.8	1.0	True	K562	Gasperini et al., 2019	True	Gasperini2019	36274	False	High H3K27ac	1	7.921596	0.958400224442401	10.900281	0.956958493742109	7.464362	0.94924328621082	0	0.0	0	0.18792	1	1.907229	0.99300476569048	0.0492142910590968	0.0003466906798739	False
chr10	125816658	125816735	UROS|chr10:127505227-127505304:*	-0.85	chr10	125823284	125823285	UROS	ENSG00000188690	True	0.0	0.0	0.0	0.0	0.234322062	0.0	True	K562	Nasser et al., 2021 from Wakabayashi et al., 2016	True	Nasser2021	6571	True	High H3K27ac	1	1.153679	0.756035786093923	5.686534	0.910121728829938	3.977033	0.882526223912467	0	0.0	0	0.004562	0	0.13105	0.995096301596351	0.515785660867004	0.0025417211557928	True
chr11	518540	519179	RNH1|chr11:518540-519179:.	-0.0968790696481747	chr11	507300	507301	RNH1	ENSG00000023191	True	1.94604616499719e-06	0.85	0.9	1.0	1.0	1.0	True	K562	Schraivogel et al., 2020	True	Schraivogel2020	12037	False	H3K27ac	1	2.538243	0.86444614161692	3.492167	0.862981031499868	12.188829	0.977329758880282	1	13.53987	0	0.08887	0	0.965955	0.98879792599506	0.22435565112295	0.0025417211557928	True
chr11	316244	316608	IFITM1|chr11:316244-316608:.	-0.377222083429896	chr11	313506	313507	IFITM1	ENSG00000185885	True	4.01089627178424e-49	0.6	0.85	1.0	1.0	1.0	True	K562	Schraivogel et al., 2020	True	Schraivogel2020	2435	False	High H3K27ac	1	3.253441	0.890319362832962	5.475997	0.90699668012282	2.318591	0.78531460901822	0	0.433276	0	0.06637	0	0.496779	0.997464722811872	1.0	0.0025417211557928	True
chr11	329319	329921	IFITM1|chr11:329319-329921:.	-0.533231546624611	chr11	313506	313507	IFITM1	ENSG00000185885	True	1.95811571854132e-43	0.4	0.9	0.95	0.95	1.0	True	K562	Schraivogel et al., 2020	True	Schraivogel2020	15629	False	High H3K27ac	1	9.605421	0.968749512928818	12.781901	0.966053086862326	25.257606	0.996165775651117	0	0.324957	0	0.396586	1	0.961094	0.984034911973641	0.15666323603557	0.0025417211557928	True
chr11	334196	334635	IFITM1|chr11:334196-334635:.	-0.229233845300871	chr11	313506	313507	IFITM1	ENSG00000185885	True	8.17121764847331e-06	0.45	0.85	0.95	1.0	1.0	True	K562	Schraivogel et al., 2020	True	Schraivogel2020	20424	False	H3K27ac	1	4.286287	0.915467822129397	4.844622	0.896421390607709	3.893882	0.879557037983759	0	0.541595	0	0.135237	1	2.641938	0.977095859048064	0.108430402231267	0.0025417211557928	True
